regime_kind,regime,model,sharpe_net,sharpe_gross,mean_return,mean_ret_pct_pm,max_dd_pct,skew,kurt,n_months
full,all,OLS-3,0.6138628611381257,0.8923367470419522,0.003425875985504986,0.3425875985504986,15.708283742836418,-0.15517193086255449,0.18936274994477964,120
nber,recession,OLS-3,,,,,,,,0
nber,expansion,OLS-3,0.6138628611381257,0.8923367470419522,0.003425875985504986,0.3425875985504986,15.708283742836418,-0.15517193086255449,0.18936274994477964,120
vix,low_vix,OLS-3,,,,,,,,0
vix,mid_vix,OLS-3,,,,,,,,0
vix,high_vix,OLS-3,,,,,,,,0
decade,2020s,OLS-3,1.6985661463740793,2.070567808812993,0.007083784673525558,0.7083784673525558,3.4538628941369782,-0.2110279910945407,-0.6185844061710366,45
decade,2030s,OLS-3,0.19886097922575302,0.4492473750832235,0.0012311307726926434,0.12311307726926433,15.708283742836358,0.02262091988240161,0.0002648225010331018,75
full,all,ENet+H,0.18662027416771543,0.4292586400727003,0.001200556749878126,0.1200556749878126,19.923804893339202,-0.6899675236043716,1.2650032778260893,120
nber,recession,ENet+H,,,,,,,,0
nber,expansion,ENet+H,0.18662027416771543,0.4292586400727003,0.001200556749878126,0.1200556749878126,19.923804893339202,-0.6899675236043716,1.2650032778260893,120
vix,low_vix,ENet+H,,,,,,,,0
vix,mid_vix,ENet+H,,,,,,,,0
vix,high_vix,ENet+H,,,,,,,,0
decade,2020s,ENet+H,-0.47348662558890675,-0.25362053258216666,-0.003384644933254336,-0.3384644933254336,19.923804893339202,-0.8505934796019413,1.2938197950361277,45
decade,2030s,ENet+H,0.6789512022560041,0.9465163569032308,0.003951677759757602,0.3951677759757602,11.008140050773687,-0.3325626195234453,0.24996375844547902,75
full,all,PCR,0.22804580599158772,0.5514341145439517,0.001093182211977757,0.1093182211977757,14.031621244453971,0.16183791283080606,0.159604191594358,120
nber,recession,PCR,,,,,,,,0
nber,expansion,PCR,0.22804580599158772,0.5514341145439517,0.001093182211977757,0.1093182211977757,14.031621244453971,0.16183791283080606,0.159604191594358,120
vix,low_vix,PCR,,,,,,,,0
vix,mid_vix,PCR,,,,,,,,0
vix,high_vix,PCR,,,,,,,,0
decade,2020s,PCR,0.706609637085748,1.0343035697912917,0.0033989505717233743,0.3398950571723374,9.036768769148926,-0.11784072065448244,0.9928416987599213,45
decade,2030s,PCR,-0.06125204266804931,0.26399624370749447,-0.0002902788038696132,-0.029027880386961323,14.031621244453996,0.3332211514489315,-0.21258102370824927,75
full,all,PLS,0.006521773973209414,0.3210278468808679,3.216625387026436e-05,0.003216625387026436,17.95314046901079,-0.21681702878291798,0.26377568419026787,120
nber,recession,PLS,,,,,,,,0
nber,expansion,PLS,0.006521773973209414,0.3210278468808679,3.216625387026436e-05,0.003216625387026436,17.95314046901079,-0.21681702878291798,0.26377568419026787,120
vix,low_vix,PLS,,,,,,,,0
vix,mid_vix,PLS,,,,,,,,0
vix,high_vix,PLS,,,,,,,,0
decade,2020s,PLS,-0.722956543564762,-0.3461345369381913,-0.002964659131119071,-0.2964659131119071,17.95314046901079,0.34474364041159383,-0.3113514811507865,45
decade,2030s,PLS,0.345188872598362,0.6390937784416186,0.0018302614848638658,0.18302614848638657,10.679460399162542,-0.4912610809975102,0.4720926508427117,75
full,all,GLM+H,0.43459770161393413,0.7479139633752705,0.0021464245931918082,0.21464245931918083,14.946893730621913,-0.021947872072989805,-0.022877546059748788,120
nber,recession,GLM+H,,,,,,,,0
nber,expansion,GLM+H,0.43459770161393413,0.7479139633752705,0.0021464245931918082,0.21464245931918083,14.946893730621913,-0.021947872072989805,-0.022877546059748788,120
vix,low_vix,GLM+H,,,,,,,,0
vix,mid_vix,GLM+H,,,,,,,,0
vix,high_vix,GLM+H,,,,,,,,0
decade,2020s,GLM+H,1.0893263104840494,1.392716416750449,0.005565885856279118,0.5565885856279118,7.500250818430349,0.05838380651118716,-0.8171817090872602,45
decade,2030s,GLM+H,0.02000638856718942,0.3462215964469704,9.474783533942249e-05,0.009474783533942249,14.946893730621905,-0.14882537055117454,0.47126054600687617,75
full,all,GBRT+H,0.47503196876029286,0.7571730265054312,0.0026420155372680397,0.264201553726804,9.339484413091796,0.3532631076246909,-0.11194172069789321,120
nber,recession,GBRT+H,,,,,,,,0
nber,expansion,GBRT+H,0.47503196876029286,0.7571730265054312,0.0026420155372680397,0.264201553726804,9.339484413091796,0.3532631076246909,-0.11194172069789321,120
vix,low_vix,GBRT+H,,,,,,,,0
vix,mid_vix,GBRT+H,,,,,,,,0
vix,high_vix,GBRT+H,,,,,,,,0
decade,2020s,GBRT+H,0.6831162649215213,1.0341630849191532,0.003079444176979948,0.3079444176979948,6.84972601240223,-0.5795304448478794,-0.5848774772852443,45
decade,2030s,GBRT+H,0.38969927728648834,0.6453628781209615,0.0023795583534408945,0.23795583534408946,9.339484413091808,0.5839716254143534,-0.21106740313453143,75
full,all,NN1,1.1107168240469125,1.3899338912555756,0.006275073045019907,0.6275073045019907,9.071119805998952,-0.13607392889495115,0.04489857512706896,120
nber,recession,NN1,,,,,,,,0
nber,expansion,NN1,1.1107168240469125,1.3899338912555756,0.006275073045019907,0.6275073045019907,9.071119805998952,-0.13607392889495115,0.04489857512706896,120
vix,low_vix,NN1,,,,,,,,0
vix,mid_vix,NN1,,,,,,,,0
vix,high_vix,NN1,,,,,,,,0
decade,2020s,NN1,0.9212275460699754,1.159460660579707,0.005960283901959467,0.5960283901959468,9.071119805998952,-0.5660142101774753,-0.12871635079406651,45
decade,2030s,NN1,1.2690452659009335,1.5824840648006853,0.00646394653085617,0.6463946530856169,5.756027131430988,0.41863031812435975,-0.18147759442046674,75
full,all,NN2,1.4551570090253647,1.730292535599418,0.008169547198033422,0.8169547198033422,5.836664702651087,-0.504716925435523,0.5614243843572031,120
nber,recession,NN2,,,,,,,,0
nber,expansion,NN2,1.4551570090253647,1.730292535599418,0.008169547198033422,0.8169547198033422,5.836664702651087,-0.504716925435523,0.5614243843572031,120
vix,low_vix,NN2,,,,,,,,0
vix,mid_vix,NN2,,,,,,,,0
vix,high_vix,NN2,,,,,,,,0
decade,2020s,NN2,1.7297095408665086,2.011772533192279,0.009343553940520085,0.9343553940520085,3.6041512197186867,-0.6468239565723716,0.06305089087493032,45
decade,2030s,NN2,1.3032146439538528,1.574686103120569,0.007465143152541421,0.7465143152541421,5.836664702651094,-0.42310101579705833,0.8026509907452608,75
full,all,NN3,0.6727446146459708,0.9748531561415889,0.00347283695679578,0.347283695679578,12.822333471234607,0.700545691140713,1.059229659993969,120
nber,recession,NN3,,,,,,,,0
nber,expansion,NN3,0.6727446146459708,0.9748531561415889,0.00347283695679578,0.347283695679578,12.822333471234607,0.700545691140713,1.059229659993969,120
vix,low_vix,NN3,,,,,,,,0
vix,mid_vix,NN3,,,,,,,,0
vix,high_vix,NN3,,,,,,,,0
decade,2020s,NN3,0.6656047067159292,0.966759774100926,0.003530307439350794,0.3530307439350794,6.921068970953822,0.11111816178508145,-0.717184940728492,45
decade,2030s,NN3,0.6774767661037683,0.9803233873864098,0.003438354667262771,0.3438354667262771,12.822333471234595,1.1028416603191118,2.325304234035581,75
full,all,NN4,1.180981029440172,1.4330816857340176,0.007230590376732324,0.7230590376732323,9.297237595725873,0.03366084948841993,-0.572130264587202,120
nber,recession,NN4,,,,,,,,0
nber,expansion,NN4,1.180981029440172,1.4330816857340176,0.007230590376732324,0.7230590376732323,9.297237595725873,0.03366084948841993,-0.572130264587202,120
vix,low_vix,NN4,,,,,,,,0
vix,mid_vix,NN4,,,,,,,,0
