regime_kind,regime,model,sharpe_net,sharpe_gross,mean_return,mean_ret_pct_pm,max_dd_pct,skew,kurt,n_months
full,all,OLS-3,0.0978738107504485,0.39790846859001094,0.0005079187572796015,0.05079187572796016,17.350675087499425,-0.10247201574923799,-0.21211586322061526,120
nber,recession,OLS-3,,,,,,,,0
nber,expansion,OLS-3,0.0978738107504485,0.39790846859001094,0.0005079187572796015,0.05079187572796016,17.350675087499425,-0.10247201574923799,-0.21211586322061526,120
vix,low_vix,OLS-3,,,,,,,,0
vix,mid_vix,OLS-3,,,,,,,,0
vix,high_vix,OLS-3,,,,,,,,0
decade,2020s,OLS-3,-0.29568084838370257,0.013559781451904566,-0.0014942124034278,-0.14942124034278,12.401134706999933,-0.16027678846818125,-0.7478356656565328,45
decade,2030s,OLS-3,0.3262473555644558,0.6227339849496631,0.0017091974537040428,0.17091974537040427,17.35067508749941,-0.08634678293004118,0.042391371529860944,75
full,all,ENet+H,0.0801829289178487,0.3615835432705618,0.00044069940776592147,0.04406994077659215,20.4605993361779,-0.12594408262449674,0.3173764330408848,120
nber,recession,ENet+H,,,,,,,,0
nber,expansion,ENet+H,0.0801829289178487,0.3615835432705618,0.00044069940776592147,0.04406994077659215,20.4605993361779,-0.12594408262449674,0.3173764330408848,120
vix,low_vix,ENet+H,,,,,,,,0
vix,mid_vix,ENet+H,,,,,,,,0
vix,high_vix,ENet+H,,,,,,,,0
decade,2020s,ENet+H,0.3397652184840172,0.6208300011502376,0.0018660901640150814,0.18660901640150815,12.00397993545443,0.40879782599563436,-0.11400027941376711,45
decade,2030s,ENet+H,-0.07559400617692648,0.2070268375043532,-0.0004145350459835749,-0.04145350459835749,20.46059933617791,-0.4499076071724588,0.4262753096218499,75
full,all,PCR,0.36105395419820363,0.6514257786040331,0.0019351299784102346,0.19351299784102347,16.076568564194364,-0.07605790297390012,0.3472017526399429,120
nber,recession,PCR,,,,,,,,0
nber,expansion,PCR,0.36105395419820363,0.6514257786040331,0.0019351299784102346,0.19351299784102347,16.076568564194364,-0.07605790297390012,0.3472017526399429,120
vix,low_vix,PCR,,,,,,,,0
vix,mid_vix,PCR,,,,,,,,0
vix,high_vix,PCR,,,,,,,,0
decade,2020s,PCR,0.5259692635575716,0.7833479874259032,0.0031770172024833793,0.3177017202483379,9.828334503580994,0.2223029391004749,0.2441485854739458,45
decade,2030s,PCR,0.24317534914989883,0.5613668785829014,0.0011899976439663485,0.11899976439663484,16.07656856419435,-0.47991446027353746,-0.010981160663433354,75
full,all,PLS,0.24017889572710052,0.5792227913541216,0.001126672031240461,0.1126672031240461,10.886325218215989,0.22470399494391927,0.2601692675332288,120
nber,recession,PLS,,,,,,,,0
nber,expansion,PLS,0.24017889572710052,0.5792227913541216,0.001126672031240461,0.1126672031240461,10.886325218215989,0.22470399494391927,0.2601692675332288,120
vix,low_vix,PLS,,,,,,,,0
vix,mid_vix,PLS,,,,,,,,0
vix,high_vix,PLS,,,,,,,,0
decade,2020s,PLS,0.7762999697878886,1.1538686496492279,0.003272371162381243,0.3272371162381243,5.532563384720896,0.20111552548800365,-0.3137281293531866,45
decade,2030s,PLS,-0.032691072785765614,0.2910195212591086,-0.0001607474474440072,-0.01607474474440072,10.886325218216045,0.29547285958800984,0.4247422399125278,75
full,all,GLM+H,-0.32003239465241246,0.02988264490875114,-0.0014281391316747943,-0.14281391316747943,20.06840494594222,0.3761580742782425,0.5488640580094084,120
nber,recession,GLM+H,,,,,,,,0
nber,expansion,GLM+H,-0.32003239465241246,0.02988264490875114,-0.0014281391316747943,-0.14281391316747943,20.06840494594222,0.3761580742782425,0.5488640580094084,120
vix,low_vix,GLM+H,,,,,,,,0
vix,mid_vix,GLM+H,,,,,,,,0
vix,high_vix,GLM+H,,,,,,,,0
decade,2020s,GLM+H,-0.7139501936205689,-0.3393702402637861,-0.003012415101324226,-0.3012415101324226,20.06840494594222,0.41209750547072865,0.13881903471631585,45
decade,2030s,GLM+H,-0.10426624929211757,0.23433589602416025,-0.0004775735498851352,-0.04775735498851352,12.831202560467322,0.3364675352281233,0.7043067158534462,75
full,all,GBRT+H,0.5827560369947397,0.8454203145072853,0.003416954910688633,0.34169549106886327,14.515128036597098,-0.26595885632434796,0.06604801526463344,120
nber,recession,GBRT+H,,,,,,,,0
nber,expansion,GBRT+H,0.5827560369947397,0.8454203145072853,0.003416954910688633,0.34169549106886327,14.515128036597098,-0.26595885632434796,0.06604801526463344,120
vix,low_vix,GBRT+H,,,,,,,,0
vix,mid_vix,GBRT+H,,,,,,,,0
vix,high_vix,GBRT+H,,,,,,,,0
decade,2020s,GBRT+H,0.972777174036452,1.2242914162131644,0.00599801187186831,0.5998011871868311,5.666925373956664,0.07226164628796436,-0.8433694107543372,45
decade,2030s,GBRT+H,0.33202221511544366,0.6048989601518238,0.0018683207339808261,0.1868320733980826,14.51512803659709,-0.5871936618386274,0.5871830484256626,75
full,all,NN1,0.7249177468798647,1.032883167442499,0.0036936626274050627,0.36936626274050627,9.457886771474785,0.25448374324124584,-0.2572101853054489,120
nber,recession,NN1,,,,,,,,0
nber,expansion,NN1,0.7249177468798647,1.032883167442499,0.0036936626274050627,0.36936626274050627,9.457886771474785,0.25448374324124584,-0.2572101853054489,120
vix,low_vix,NN1,,,,,,,,0
vix,mid_vix,NN1,,,,,,,,0
vix,high_vix,NN1,,,,,,,,0
decade,2020s,NN1,1.3828715509649887,1.6720766471309443,0.007432172372343405,0.7432172372343405,7.8835836726901505,0.4123144056746475,-0.4661934925372977,45
decade,2030s,NN1,0.301870956723162,0.630080891570376,0.0014505567804420582,0.14505567804420583,9.457886771474808,0.03351716653011633,-0.4619713971748296,75
full,all,NN2,0.9754767982943803,1.2437800224615578,0.00568474216600818,0.568474216600818,9.478979979569418,-0.13830455696300165,-0.24661730947552574,120
nber,recession,NN2,,,,,,,,0
nber,expansion,NN2,0.9754767982943803,1.2437800224615578,0.00568474216600818,0.568474216600818,9.478979979569418,-0.13830455696300165,-0.24661730947552574,120
vix,low_vix,NN2,,,,,,,,0
vix,mid_vix,NN2,,,,,,,,0
vix,high_vix,NN2,,,,,,,,0
decade,2020s,NN2,0.7042221291311201,0.9634783409131116,0.004205871288853223,0.42058712888532235,9.478979979569418,0.062035406843012016,-0.07220288091866278,45
