regime_kind,regime,model,sharpe_net,sharpe_gross,mean_return,mean_ret_pct_pm,max_dd_pct,skew,kurt,n_months
full,all,OLS-3,0.2691461642586052,0.37467797878426934,0.0058788210416411205,0.587882104164112,84.27826330528544,0.04475207434385381,0.023833312083122227,456
nber,recession,OLS-3,0.038345905064010574,0.12940449498012774,0.0009777773653742855,0.09777773653742855,65.33028148513121,0.13170487085389623,-0.8839111638335577,40
nber,expansion,OLS-3,0.29599686858609436,0.40338764614109707,0.006350075241282161,0.6350075241282161,72.91144298518387,0.03838882400347448,0.15657051516319953,416
vix,low_vix,OLS-3,0.7889359145495155,0.8938671041414809,0.01728245982957469,1.728245982957469,52.95034743963579,-0.23006684692006632,-0.2057517479483142,156
vix,mid_vix,OLS-3,-0.3527160698682204,-0.243788084895208,-0.007452374110047018,-0.7452374110047018,88.55838415268624,0.08594106208033725,-0.10972419807913436,157
vix,high_vix,OLS-3,0.3688486238335971,0.4748225926094452,0.008074834943021544,0.8074834943021544,68.24047293041183,0.2703004957194047,0.5813311699398405,143
decade,1980s,OLS-3,1.916388135683716,2.013044710921275,0.04623824426474646,4.623824426474646,14.865087234643113,0.49354745668468764,-0.20185383319041028,36
decade,1990s,OLS-3,-0.028730663927557964,0.08350470636157496,-0.0005864602699006772,-0.058646026990067726,56.74689658580492,-0.2789385630624926,0.1982608122944307,120
decade,2000s,OLS-3,0.2541265107006322,0.35594926788691034,0.0057347207017428925,0.5734720701742893,62.25335933261401,0.17664748925919807,-0.07795818414837186,120
decade,2010s,OLS-3,0.15808664481004353,0.2682026444402852,0.003345591042923554,0.33455910429235536,61.90990771938072,-0.05824279453672942,-0.3597438053262594,120
decade,2020s,OLS-3,-0.0024698091167221657,0.10674431050939365,-5.160959190690581e-05,-0.005160959190690581,62.54706565756455,-0.3248557562548635,-0.8965327889710921,60
full,all,ENet+H,0.18405123019193945,0.27336277871392467,0.004808858945014808,0.4808858945014808,91.88396499138817,0.04515553545955597,0.025012938123418316,456
nber,recession,ENet+H,-0.03399919192593049,0.04266060920049313,-0.0010376373165771862,-0.10376373165771863,73.67654808815463,0.13003452291925702,-0.8862142998533815,40
nber,expansion,ENet+H,0.2093138622326904,0.30022710449220724,0.00537102204709096,0.537102204709096,83.36604575847775,0.03911016528899967,0.15836509466102022,416
vix,low_vix,ENet+H,0.7047301765992927,0.7928387757322062,0.018460480402373067,1.8460480402373067,61.38104155486981,-0.2299722133524019,-0.2049696323261494,156
vix,mid_vix,ENet+H,-0.44111758411502466,-0.3485060387311501,-0.011151373470548667,-1.1151373470548667,94.52070337467023,0.08741777010052192,-0.10566939935434494,157
vix,high_vix,ENet+H,0.2840493798653965,0.37372376652313744,0.007438953643585271,0.7438953643585271,77.77888254006669,0.270191573979514,0.5811915640789964,143
decade,1980s,ENet+H,1.8398023167580366,1.92132525130101,0.05310504513030379,5.310504513030379,18.530357023407923,0.49585729096663794,-0.20175346233462044,36
decade,1990s,ENet+H,-0.11959338548157897,-0.024918229835468396,-0.0029197328441464753,-0.29197328441464754,67.61032151211234,-0.2775932681605802,0.19753567624819723,120
decade,2000s,ENet+H,0.17098444514538633,0.2578827719635382,0.004616407419685816,0.46164074196858157,70.9475852094365,0.17646549296760045,-0.07888205483129118,120
decade,2010s,ENet+H,0.07203891668594535,0.16362654623581674,0.0018231646058818496,0.18231646058818496,74.09760054333083,-0.059341551153941005,-0.3557795855603185,120
